,Cmin,Cmax,Cmin_rna,Cmax_rna,coex,string,Cmin_Nucleus,Cmin_Cytoplasm,Cmin_Mitochondrion,Cmin_Endoplasmic_reticulum,Cmin_Golgi_apparatus,Cmin_Plasma_membrane,Cmin_Vacuole,Cmin_Peroxisome,Cmin_Cytoskeleton,Cmin_Cell_wall,Cmax_Nucleus,Cmax_Cytoplasm,Cmax_Mitochondrion,Cmax_Endoplasmic_reticulum,Cmax_Golgi_apparatus,Cmax_Plasma_membrane,Cmax_Vacuole,Cmax_Peroxisome,Cmax_Cytoskeleton,Cmax_Cell_wall,Kd,int_stoich,fb_pred,Kd_pred,Kd_pred_RF,fb_pred_RF
15566,YPL190C,YBR196C,51.29983301619992,1291.944122349999,0.0118324439387762,0.0,5.0,5.0,1.256,0.597,0.0,0.576,0.0,0.592,0.918,0.945,1.688,5.0,5.0,1.434,1.173,4.377,1.397,1.879,1.244,2.088,-4.47365932113674,-2.2401476660714925,-3.1482844,-3.7022023,-3.792831167294441,-2.986509003149576
15567,YER166W,YPL190C,34.86159079019994,51.29983301619992,0.8144023270948075,0.0,2.12,4.436,4.234,4.356,3.922,5.0,1.851,0.521,1.401,1.466,5.0,5.0,1.256,0.597,0.0,0.576,0.0,0.592,0.918,0.945,-7.109491999470921,-0.4490716450284226,-1.4254665,-6.248516,-6.755704068020167,-0.6829725929048522
15568,YPL190C,YDL235C,51.29983301619992,36.12335977619999,0.456243182762283,0.0,5.0,5.0,1.256,0.597,0.0,0.576,0.0,0.592,0.918,0.945,5.0,5.0,1.337,1.084,0.921,1.867,1.004,0.917,1.09,2.38,-6.588760510975157,-0.4416978443821194,-1.4903789,-5.815966,-6.24604616980811,-0.7589650007101527
15569,YPL190C,YNL153C,51.29983301619992,83.46264384639998,0.1824219501342121,0.0,5.0,5.0,1.256,0.597,0.0,0.576,0.0,0.592,0.918,0.945,2.782,5.0,0.83,0.0,0.519,0.702,0.938,0.0,1.498,0.894,-6.946854044004494,-0.3414976246761349,-1.5147989,-5.8252044,-6.430537510644106,-0.7789352497138637
15570,YCR059C,YPL190C,71.00414698020006,51.29983301619992,0.6933829440102482,0.0,4.211,4.307,0.667,0.0,0.0,0.0,0.0,0.0,0.333,0.0,5.0,5.0,1.256,0.597,0.0,0.576,0.0,0.592,0.918,0.945,-6.643177720253005,-0.628952163330986,-1.5134304,-5.7465587,-6.26704039895402,-0.802656751540946
15571,YLR015W,YPL190C,9.81288537217999,51.29983301619992,0.6524627784408857,0.0,5.0,1.701,0.0,0.564,0.0,0.0,0.0,0.0,0.789,0.826,5.0,5.0,1.256,0.597,0.0,0.576,0.0,0.592,0.918,0.945,-7.66419553491535,-0.6725089745804792,-1.5072391,-5.8308406,-6.896889807280684,-0.9474537141939408
15572,YPL190C,YMR145C,51.29983301619992,55.071879561500026,0.5567883355796636,0.0,5.0,5.0,1.256,0.597,0.0,0.576,0.0,0.592,0.918,0.945,1.207,5.0,5.0,0.954,0.0,1.344,0.849,1.307,0.92,1.223,-7.838601313265827,-0.2387377217573252,-1.6661077,-5.7681837,-7.0417137808336205,-0.6903466719239683
15573,YPL190C,YMR311C,51.29983301619992,31.98273750930004,0.2283301088258242,0.0,5.0,5.0,1.256,0.597,0.0,0.576,0.0,0.592,0.918,0.945,4.631,4.479,0.727,0.608,0.0,0.628,0.794,0.0,0.933,0.62,-6.159361263544874,-0.6980455384944079,-1.4287859,-5.890666,-5.595876769466093,-1.5591376089087428
15574,YJL179W,YPL190C,31.76467338989997,51.29983301619992,0.3258033129626058,0.0,2.351,3.759,1.586,0.944,0.0,0.0,0.111,0.111,1.333,0.0,5.0,5.0,1.256,0.597,0.0,0.576,0.0,0.592,0.918,0.945,-6.267598334635291,-0.8149487417825322,-1.4620554,-5.8986783,-5.994261853561932,-1.0133753079947283
15575,YPL190C,YMR308C,51.29983301619992,134.63558812999997,0.7714451727189076,0.0,5.0,5.0,1.256,0.597,0.0,0.576,0.0,0.592,0.918,0.945,5.0,5.0,1.927,1.346,0.503,1.277,1.031,0.378,1.406,1.041,-6.755924542590873,-0.4188683540602385,-1.803653,-5.1377945,-6.029297505823206,-0.9264146372449286
15576,YPL190C,YNL251C,51.29983301619992,28.415218611800007,0.7308398922150606,999.0,5.0,5.0,1.256,0.597,0.0,0.576,0.0,0.592,0.918,0.945,4.714,2.789,1.142,0.0,0.0,0.614,0.0,0.0,0.746,1.007,-8.057284965884548,-0.1247506360743473,-0.8405176,-6.708888,-7.399209164043466,-0.5315102782772518
15577,YMR216C,YPL190C,42.81941875829996,51.29983301619992,0.834085164979171,225.0,4.251,5.0,1.813,0.97,0.633,1.492,1.161,0.708,1.416,1.258,5.0,5.0,1.256,0.597,0.0,0.576,0.0,0.592,0.918,0.945,-6.463624383065381,-0.7227138758441114,-1.5659142,-5.509113,-6.164996542003187,-0.8954629041189596
15578,YPL190C,YDR300C,51.29983301619992,63.44361216879997,0.5710143371401408,0.0,5.0,5.0,1.256,0.597,0.0,0.576,0.0,0.592,0.918,0.945,2.116,5.0,1.584,0.79,0.0,1.57,0.793,0.663,0.0,0.5,-5.4264514257346,-1.2720880880321137,-1.5654517,-5.6902447,-5.429574792953854,-1.3348648962833716
15579,YJR055W,YPL193W,3.3436498305199995,17.330959854500033,0.8259968230811519,987.0,4.173,4.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.225,0.508,0.0,0.0,0.0,0.0,0.0,0.899,0.678,-6.910929010572864,-0.5987434685448592,-0.81519705,-7.138175,-7.039894589360747,-0.7408202873187733
15580,YBR161W,YPL193W,19.99981529929996,17.330959854500033,0.2301203860901888,0.0,0.829,4.343,0.744,1.667,4.374,2.478,4.262,0.0,0.0,1.439,5.0,1.225,0.508,0.0,0.0,0.0,0.0,0.0,0.899,0.678,-5.575836336544053,-1.7324523070777988,-1.306927,-6.143224,-5.796678619041947,-1.5064218459373342
15581,YPL195W,YCL037C,30.15735618849996,178.40485647400007,0.5189369311697315,0.0,3.165,4.56,0.929,1.183,3.696,1.54,2.058,0.0,0.766,0.557,4.705,5.0,1.323,0.691,0.0,0.586,0.69,0.0,0.918,0.788,-4.561577701178915,-2.2088114464760094,-1.9595361,-5.2874575,-4.709200890886173,-2.0819618713303494
15582,YBR288C,YPL195W,45.975185169700026,30.15735618849996,0.8572000039324743,999.0,1.136,5.0,0.816,0.948,3.508,1.0,1.66,0.652,0.0,0.546,3.165,4.56,0.929,1.183,3.696,1.54,2.058,0.0,0.766,0.557,-6.797213531386224,-0.6047127104784951,-0.6945921,-7.0666957,-6.905782798400561,-0.602375332277277
15583,YGR261C,YPL195W,69.47361314530005,30.15735618849996,0.8667342018624108,999.0,2.486,4.504,1.079,1.098,3.592,1.108,1.767,0.0,0.111,0.729,3.165,4.56,0.929,1.183,3.696,1.54,2.058,0.0,0.766,0.557,-8.174253058005833,-0.1010870501545755,-0.6805101,-6.723402,-7.619634650936227,-0.3159499927715453
15584,YDR264C,YPL199C,83.4164143992999,26.707576447099985,0.6662632260976565,713.0,1.561,5.0,0.964,1.555,5.0,3.32,1.847,0.0,1.124,1.117,1.708,4.413,0.0,0.0,0.0,0.63,0.608,0.0,0.0,0.0,-5.513684113885157,-1.3244500988928851,-1.1683881,-5.292241,-5.517673900000886,-1.3626389694896033
15585,YKL166C,YPL203W,11.983506911400024,13.99769417240002,0.3885326019887671,998.0,5.0,5.0,2.731,2.275,1.986,2.646,2.581,1.955,2.429,2.409,5.0,5.0,2.626,2.294,1.83,2.671,2.462,2.609,2.425,2.498,-7.075035252847095,-0.4019863125837214,-1.1306325,-6.7620907,-7.054485876435851,-0.5336866661673557
15586,YKL143W,YPL204W,34.481388877199855,29.721331826800057,0.8155875949001545,999.0,5.0,5.0,0.739,0.646,0.0,1.151,5.0,0.0,0.866,0.0,5.0,5.0,2.436,1.473,5.0,5.0,1.727,1.503,5.0,1.219,-6.207260219312416,-0.7968163545853868,-1.152213,-5.578337,-6.194985902954385,-0.9373144793046206
15587,YPL204W,YBR247C,29.721331826800057,62.313474114200105,0.7980180776504332,996.0,5.0,5.0,2.436,1.473,5.0,5.0,1.727,1.503,5.0,1.219,5.0,5.0,1.461,0.0,0.0,0.783,0.0,0.0,0.897,0.517,-5.5423960211491,-1.1624150460709188,-1.2761389,-5.3372116,-5.723725840203785,-1.1723953683661616
15588,YDL060W,YPL204W,55.70630801289993,29.721331826800057,0.8050970944071615,992.0,5.0,5.0,0.737,0.624,0.0,0.765,0.0,0.444,0.978,0.0,5.0,5.0,2.436,1.473,5.0,5.0,1.727,1.503,5.0,1.219,-5.230230545804955,-1.5111649338707005,-1.4302816,-5.726106,-5.650669164717413,-1.4076622363693778
15589,YPL206C,YER110C,13.13576719129999,342.70910022300063,0.0623125074871041,0.0,1.626,5.0,5.0,1.059,0.0,0.955,0.778,2.006,0.0,0.0,5.0,5.0,1.201,0.763,0.0,1.097,0.954,0.0,1.226,1.006,-5.04519327121245,-1.906946182277024,-1.913565,-5.34638,-4.909216729758744,-1.9410454356644804
15590,YPL206C,YLR347C,13.13576719129999,81.92329979189996,0.2102104480249166,0.0,1.626,5.0,5.0,1.059,0.0,0.955,0.778,2.006,0.0,0.0,5.0,5.0,0.939,1.165,0.0,1.268,0.991,0.0,1.392,0.979,-5.13946962635695,-1.7920090013014178,-1.651505,-5.7307687,-5.230715831730904,-1.8248812214039347
15591,YPL206C,YMR246W,13.13576719129999,105.57754752600002,0.3653656060364607,408.0,1.626,5.0,5.0,1.059,0.0,0.955,0.778,2.006,0.0,0.0,2.404,4.758,1.613,3.704,0.754,5.0,1.328,3.681,0.718,1.215,-5.196422658324608,-1.7450686450728417,-1.9185045,-5.3302274,-5.291128315802732,-1.6920609373948268
15592,YPL207W,YDL122W,33.10666848219999,50.17538727160003,0.9668547015804692,0.0,1.583,4.439,1.799,4.281,1.008,2.394,1.794,0.0,0.0,0.511,4.024,5.0,1.079,5.0,0.171,0.686,0.817,0.222,0.0,0.514,-6.6392081003284185,-0.5158663258361017,-0.97782797,-6.529374,-6.543057073170758,-0.6747744999766221
15593,YPL207W,YDR233C,33.10666848219999,319.9624373289995,0.9348438331773714,0.0,1.583,4.439,1.799,4.281,1.008,2.394,1.794,0.0,0.0,0.511,2.017,5.0,4.296,5.0,5.0,2.488,1.868,1.496,1.477,0.886,-3.9634708598142607,-2.8353679164213204,-1.7299091,-5.2406435,-4.183333667404806,-2.6367934007122127
15594,YPL208W,YBL087C,38.41762048420005,1649.7762098600012,0.7602758730197385,811.9999999999999,4.419,4.33,0.778,0.359,0.171,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.194357780962474,-1.0570160558686543,-1.5538819,-5.5485706,-5.934595876560098,-1.232390997463668
15595,YPL208W,YNL007C,38.41762048420005,69.80934631990011,0.3098351519144053,0.0,4.419,4.33,0.778,0.359,0.171,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.458,1.824,0.0,1.257,1.601,0.971,1.575,1.293,-4.038646211589978,-2.9432439238094337,-1.6789494,-5.727934,-4.487238886476044,-2.5961945339393755
15596,YPL208W,YDR361C,38.41762048420005,77.05700049560004,0.4312347502222649,939.0,4.419,4.33,0.778,0.359,0.171,0.0,0.0,0.0,0.0,0.0,4.566,4.495,0.596,0.0,0.0,1.067,0.0,0.0,0.0,0.942,-6.795478520487018,-0.6414204841994234,-1.0533178,-6.2435694,-6.633755042582484,-0.9115761260289972
15597,YPL208W,YER117W,38.41762048420005,1941.6186896299987,0.6650468583291929,237.0,4.419,4.33,0.778,0.359,0.171,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.692297635809637,-1.420805045958012,-1.5888863,-5.3318477,-5.643776518216741,-1.4896421680700145
15598,YPL210C,YLR048W,43.32139132990008,2100.684350040002,0.6334018877364835,0.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,2.156,5.0,1.748,0.952,0.0,0.913,0.786,0.333,0.0,0.64,-3.649759730623437,-2.9567850115077654,-2.3425004,-4.1778603,-3.719460858740052,-2.902624003807781
15599,YPL210C,YDL136W,43.32139132990008,2149.054936529998,0.5746371830420242,802.9999999999999,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,2.954,5.0,2.12,0.993,0.564,1.929,1.599,0.0,0.863,0.902,-4.0015716100736745,-2.605949838274123,-2.1049552,-4.683431,-4.200517540622712,-2.589043227292476
15600,YPL210C,YPL081W,43.32139132990008,685.4482152570006,0.6870367756489136,0.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,4.547,5.0,1.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7823238227724136,-2.8245385811942585,-1.8871822,-4.9001436,-3.869490988373934,-2.7883814541650263
15601,YPL210C,YDR418W,43.32139132990008,2512.5715654200008,0.5485775398315575,368.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,1.523,5.0,1.187,0.655,0.0,0.762,0.761,0.0,0.97,0.879,-3.811138542863784,-2.7975750964778388,-2.2802885,-4.5066776,-4.02725015267014,-2.704515731326095
15602,YPL210C,YMR194W,43.32139132990008,764.7357533170006,0.5347412321563891,835.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,1.234,5.0,2.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.100500731974746,-2.5064997884659665,-1.9591258,-4.762497,-4.131671217806607,-2.485922934007309
15603,YPL210C,YAL035W,43.32139132990008,264.75839435699976,0.6459953905618445,336.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,3.099,5.0,4.444,1.162,0.0,1.074,0.553,0.0,1.158,0.609,-3.607385264728309,-2.99414318193384,-1.4954256,-5.2661686,-3.8410482578858978,-2.753208498980406
15604,YPL210C,YDR381W,43.32139132990008,133.672344546,0.836661355824367,171.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,5.0,2.982,1.092,0.724,0.0,0.55,0.0,0.0,1.054,0.745,-3.241110765031033,-3.3592065582388138,-1.9415562,-5.3416967,-3.7015296281317775,-3.0120960828184566
15605,YPR008W,YPL210C,11.11342605540002,43.32139132990008,0.716468430313175,0.0,5.0,4.581,1.547,0.879,0.0,2.144,1.609,0.909,0.539,2.098,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,-4.622288554815622,-2.5206422804196467,-0.99887735,-6.6759644,-5.18311896852676,-1.923297861832309
15606,YPL210C,YMR142C,43.32139132990008,2617.8270435600075,0.6233983917289785,803.9999999999999,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,1.564,5.0,1.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.968920733978032,-2.63889986144668,-2.2666953,-4.600288,-3.983633413298737,-2.6193418628492675
15607,YPL210C,YMR242C,43.32139132990008,1980.387745000001,0.5896322428921377,831.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,2.297,5.0,1.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.773444072699136,-1.8832853298451224,-2.2049458,-4.6629605,-4.4956830453623295,-2.1617279452713807
15608,YOR017W,YPL210C,13.54574744069994,43.32139132990008,0.6476731091495219,0.0,2.682,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,-4.890007745188647,-2.361653819555245,-1.1931057,-5.94917,-5.073791746542249,-2.1055506422093115
15609,YPL210C,YLR061W,43.32139132990008,2027.4302968300003,0.5106895368141826,802.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,1.494,5.0,1.312,1.1,0.0,0.744,0.811,0.0,0.808,0.522,-3.6074800342785855,-3.0004689419748427,-2.2684288,-4.5435114,-3.773403450812769,-2.8781023124806286
15610,YPL210C,YPR043W,43.32139132990008,2153.4183505300016,0.5841271912428885,792.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,1.725,5.0,1.889,0.0,0.0,0.591,0.0,0.0,0.0,0.0,-3.897589337169303,-2.7142836138973365,-2.3317087,-4.537242,-3.921962414814024,-2.675200999363268
15611,YNL125C,YPL210C,14.188187708099973,43.32139132990008,0.6811287056388243,0.0,1.431,5.0,5.0,4.0,0.0,4.327,0.0,0.0,0.0,1.06,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,-6.353761442645078,-0.9612386421745688,-1.3859651,-6.3773174,-6.018031419591086,-1.2741320510447307
15612,YPL210C,YHR064C,43.32139132990008,594.009628055,0.7384169426974718,0.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,4.017,5.0,1.892,1.705,0.0,3.662,1.223,0.721,1.15,1.051,-3.126699470067932,-3.473730091163427,-2.1436355,-4.5940967,-3.4342831362241792,-3.267366876648373
15613,YPL210C,YNL302C,43.32139132990008,2097.736724710001,0.5110286014755588,0.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,2.297,5.0,1.568,0.685,0.0,0.0,0.0,0.0,0.629,0.583,-3.25226538408147,-3.3487461998228816,-2.3340495,-4.3684564,-3.556069078598111,-3.0926924934177795
15614,YPL210C,YOR063W,43.32139132990008,3505.015405459998,0.6590597069147458,936.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,2.092,5.0,2.965,1.333,0.0,1.369,1.057,0.0,1.504,1.029,-3.438869155657173,-3.1652253250532048,-1.8986714,-4.7773304,-3.890389853000337,-2.6582970174413942
15615,YPL210C,YOR312C,43.32139132990008,1848.57449734,0.5436889877724098,808.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,2.281,5.0,1.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7521411253426007,-2.8525552213290286,-2.2233207,-4.6379566,-4.311544959261584,-2.4306628550931766
15616,YPL083C,YPL210C,22.00521683330002,43.32139132990008,0.8766421942550031,0.0,5.0,5.0,5.0,0.749,0.0,0.704,0.0,0.0,0.0,0.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,-4.994709660127094,-2.337755334798922,-1.4316306,-6.0184865,-5.1276439872523865,-2.080898780731219
15617,YPL210C,YBR191W,43.32139132990008,2074.308975609998,0.4202242807919811,792.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,1.501,5.0,1.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.021360362994786,-2.590410627735432,-2.3043926,-4.6371593,-4.012033062181756,-2.658400424987339
15618,YPL210C,YHR216W,43.32139132990008,113.70961828199982,0.4522799508654056,0.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,2.432,5.0,2.497,0.578,0.0,1.007,0.534,1.264,0.755,0.807,-3.645515038184086,-2.954883288669884,-1.7890203,-5.2277446,-4.377853513651034,-2.5204151833796407
15619,YPL210C,YDL082W,43.32139132990008,1371.8995254600006,0.6602551232842077,813.0000000000001,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,1.818,5.0,1.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.93230911658709,-2.6753905865285987,-2.1119325,-4.6780233,-3.9858066608384632,-2.667048288304785
15620,YPL210C,YGL076C,43.32139132990008,2122.739978120008,0.6325521112312178,697.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,2.606,5.0,1.737,0.95,0.0,0.0,0.632,0.0,0.725,0.883,-4.169638856951535,-2.4506087373264567,-2.1930406,-4.535763,-4.255513219915897,-2.548385476132704
15621,YLR289W,YPL210C,5.4088453140800095,43.32139132990008,0.1373218951557319,0.0,4.516,5.0,5.0,0.844,0.629,1.202,0.799,0.0,1.015,0.711,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,-5.220301079602562,-2.33818563625113,-1.521749,-5.6875925,-5.47270477005374,-2.0673531888252747
15622,YPL210C,YNL301C,43.32139132990008,941.1390846489992,0.6366865870805176,802.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,2.077,5.0,1.831,0.0,0.0,0.64,0.0,0.0,0.0,0.0,-4.008418105818837,-2.598141727401378,-2.109003,-4.6153083,-3.9721357101285615,-2.633099852946846
15623,YNL006W,YPL210C,21.17278264390001,43.32139132990008,0.586794546387913,0.0,5.0,5.0,2.104,1.436,5.0,5.0,5.0,1.172,1.795,1.666,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,-5.28153432529192,-1.804423312285891,-1.3723145,-5.7167077,-5.377546373210291,-1.6910732086392712
15624,YPL210C,YPL249C-A,43.32139132990008,1420.2235418700004,0.5233160382981874,819.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,1.425,5.0,2.359,0.628,0.0,0.0,0.708,0.0,0.0,0.0,-4.155631267553152,-2.45404148464937,-2.009526,-4.585554,-4.117452573698111,-2.5003492171056787
15625,YPL210C,YGL253W,43.32139132990008,1179.3059818099996,0.0638679413487986,0.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,5.0,5.0,5.0,1.968,1.233,2.29,2.11,2.325,1.743,2.106,-2.463786168136337,-4.136254916604926,-2.5503035,-4.3576517,-3.112072228646215,-3.588329020924242
15626,YPL210C,YDR012W,43.32139132990008,2544.213552859999,0.6451827563562443,836.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,3.659,5.0,1.28,0.579,0.0,0.856,0.576,0.0,0.936,0.776,-4.184396112019891,-2.4260975480280225,-2.273802,-4.568466,-4.2473262587862886,-2.4229703927192032
15627,YPL210C,YGR085C,43.32139132990008,1653.0049433599995,0.6615116586786934,773.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,3.981,5.0,1.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.05446138273519,-2.5593821958117866,-2.1089585,-4.55867,-4.058937017297746,-2.558955969947901
15628,YPL210C,YDL208W,43.32139132990008,237.7824863550005,0.7888025549692403,646.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,5.0,2.96,1.714,0.572,0.0,0.0,0.0,0.0,1.09,0.0,-4.184452647724656,-2.421005441754492,-1.8945124,-5.0783567,-4.598177756738874,-2.1016851884765395
15629,YPL210C,YER126C,43.32139132990008,94.7580152352002,0.8246287936266423,200.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,5.0,2.661,1.241,0.0,0.0,0.0,0.0,0.0,0.619,0.0,-3.763077948652989,-2.837838517067853,-1.6237469,-5.7699265,-4.268861464072632,-2.3965118874361178
15630,YNL223W,YPL210C,3.3436498305199995,43.32139132990008,0.4193534933801975,0.0,5.0,5.0,5.0,2.087,1.765,1.991,2.958,2.406,2.006,1.202,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,-4.697039762195886,-2.4052732530815253,-1.3682182,-5.913332,-5.11547594767633,-2.0825171477794573
15631,YKL122C,YPL210C,66.77348322259999,43.32139132990008,0.7733559234693399,999.0,4.44,5.0,1.059,1.605,0.0,0.772,0.0,0.0,0.0,0.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,-7.590378699221148,-0.2634175825148362,-0.34041393,-7.042489,-7.3357112322005555,-0.4001751637572993
15632,YPL210C,YOR198C,43.32139132990008,274.4845450040002,0.7109206208525972,356.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,3.402,5.0,1.196,5.0,0.636,0.932,0.82,0.0,0.961,0.934,-3.7114189733835774,-2.891402277138048,-1.6017609,-4.8745766,-3.9874988463743706,-2.6290263718348403
15633,YNL005C,YPL210C,23.234770999700007,43.32139132990008,0.1590937425305562,0.0,2.111,5.0,5.0,0.0,0.0,0.0,0.0,0.798,0.0,0.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,-4.266592675218723,-2.453772689538462,-0.9844786,-6.0493126,-4.665722822140232,-2.122073857779984
15634,YPL210C,YKL006W,43.32139132990008,2411.878059399999,0.4952262484724705,802.9999999999999,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,5.0,5.0,2.352,0.581,0.0,0.0,0.0,0.222,0.734,0.0,-4.373415256204373,-2.248382412290948,-2.2560592,-4.5719013,-4.253044334952854,-2.37339977378136
15635,YPL210C,YMR309C,43.32139132990008,192.27014708100003,0.7682079113376636,284.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,3.014,5.0,1.175,0.835,0.0,0.585,0.0,0.0,1.139,0.0,-3.508077134360806,-3.093113995015437,-1.7818122,-4.905714,-3.991440495996809,-2.720572655216846
15636,YPL210C,YER056C-A,43.32139132990008,1227.0098599399996,0.7285439620046689,792.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,1.431,4.514,1.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.832443910920013,-2.773284340635662,-2.108998,-4.620139,-3.91884463951302,-2.7110351162104145
15637,YPL210C,YML073C,43.32139132990008,1505.4925041999998,0.6010259177233618,802.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,2.008,5.0,1.017,0.0,0.0,0.905,0.513,0.0,0.0,0.0,-3.836896714566512,-2.7678369239841127,-2.2584362,-4.5849915,-4.230599419866724,-2.459736161810761
15638,YPL210C,YDL191W,43.32139132990008,2446.9437396100043,0.4615267621616986,802.9999999999999,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,2.856,5.0,2.083,0.926,0.0,1.092,0.747,0.0,0.0,0.0,-4.2069811034465285,-2.4127758598898583,-2.1930664,-4.472146,-4.185230712379132,-2.4527186865107677
15639,YPL210C,YPL093W,43.32139132990008,232.9976976810002,0.7414901625925815,273.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,5.0,5.0,1.233,0.568,0.0,0.702,0.0,0.0,1.052,0.0,-4.6230285094145085,-1.9903928109147284,-1.7674905,-4.9204874,-4.896584936883612,-2.054107194351838
15640,YPL210C,YHL033C,43.32139132990008,1237.93105593,0.5408663877482772,802.9999999999999,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,1.692,5.0,2.662,0.645,0.0,0.636,0.59,0.0,0.656,0.0,-3.73172173604264,-2.878525864025701,-2.0632868,-4.5763917,-3.8309882741721073,-2.773864657496509
15641,YPL210C,YLR216C,43.32139132990008,203.6750138699999,0.6000201734178562,0.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,2.4,5.0,1.43,1.143,0.0,0.842,1.15,0.761,0.543,1.16,-4.326781796027315,-2.2844363909933145,-1.983922,-4.972041,-4.4558209513929805,-2.16730675136518
15642,YPL210C,YHL001W,43.32139132990008,1518.8348942399991,0.7212747590011737,795.0,3.808,5.0,0.594,3.707,0.0,0.996,0.0,0.0,0.0,0.0,5.0,5.0,2.376,0.0,0.0,0.0,0.0,0.333,0.0,0.0,-4.097145967687374,-2.512247800226279,-2.063203,-4.6069555,-4.090955135904249,-2.516257169448605
