,Cmin,Cmax,Cmin_rna,Cmax_rna,coex,string,Cmin_Nucleus,Cmin_Cytoplasm,Cmin_Mitochondrion,Cmin_Endoplasmic_reticulum,Cmin_Golgi_apparatus,Cmin_Plasma_membrane,Cmin_Endosome,Cmin_Lysosome,Cmin_Peroxisome,Cmin_Cytoskeleton,Cmin_Extracellular_region,Cmax_Nucleus,Cmax_Cytoplasm,Cmax_Mitochondrion,Cmax_Endoplasmic_reticulum,Cmax_Golgi_apparatus,Cmax_Plasma_membrane,Cmax_Endosome,Cmax_Lysosome,Cmax_Peroxisome,Cmax_Cytoskeleton,Cmax_Extracellular_region,Kd,int_stoich,fb_pred,Kd_pred,corum,Kd_pred_RF,fb_pred_RF
19500,WDR12,NPM3,100.05200970000007,168.31505999999996,0.1451432629802767,418.0,5.0,3.578,1.183,0.819,0.0,2.317,0.0,0.649,0.0,1.314,1.154,4.648,4.536,0.946,0.623,0.0,0.687,0.527,0.0,0.0,4.437,2.517,-4.75315361464147,-1.3640449978490627,-2.031354,-4.243995,0.0,-4.524750974281987,-1.670735944796472
19501,WDR12,PPM1G,100.05200970000007,187.30189029999968,0.1616474557057879,295.0,5.0,3.578,1.183,0.819,0.0,2.317,0.0,0.649,0.0,1.314,1.154,4.927,3.842,1.505,1.329,0.812,1.558,1.009,1.06,0.281,1.452,1.07,-3.032024377246481,-3.019072709658729,-2.3843303,-4.184391,0.0,-3.277013831704504,-2.871154478531905
19502,CSNK2A2,WDR12,66.80128833000018,100.05200970000007,0.2381465808688893,196.0,5.0,4.471,2.097,1.815,1.527,2.114,1.473,1.587,1.225,2.156,1.928,5.0,3.578,1.183,0.819,0.0,2.317,0.0,0.649,0.0,1.314,1.154,-3.272999469496831,-2.859792662805553,-2.375317,-4.4752936,0.0,-3.451033985941952,-2.757188641233748
19503,WDR18,LMNB1,89.47346032999975,177.61807030000014,0.5759526710717239,220.00000000000003,4.602,4.425,1.121,0.703,0.0,1.688,0.0,0.861,0.422,1.172,1.074,4.931,3.208,2.622,2.359,1.794,2.494,1.903,2.316,1.517,4.151,2.382,-2.7196055585033307,-3.564556384656335,-3.666658,-2.8128057,0.0,-2.5647114444470565,-3.703304762998866
19504,WDR18,CSNK2A2,89.47346032999975,66.80128833000018,0.0394706545844615,243.00000000000003,4.602,4.425,1.121,0.703,0.0,1.688,0.0,0.861,0.422,1.172,1.074,5.0,4.471,2.097,1.815,1.527,2.114,1.473,1.587,1.225,2.156,1.928,-2.7236786462581684,-3.5597897535368457,-2.6875103,-4.104363,0.0,-2.887810857011777,-3.571512036566454
19505,WDR18,CBX1,89.47346032999975,161.4089360000002,0.163231790439131,247.00000000000003,4.602,4.425,1.121,0.703,0.0,1.688,0.0,0.861,0.422,1.172,1.074,5.0,3.58,1.518,1.132,1.99,1.496,0.55,0.838,0.842,5.0,1.481,-4.130746837541054,-2.162277173620573,-2.8991585,-3.796543,0.0,-4.070974838424516,-2.405589198547041
19506,WDR18,SRP9,89.47346032999975,744.4912667,0.3493399282608481,206.0,4.602,4.425,1.121,0.703,0.0,1.688,0.0,0.861,0.422,1.172,1.074,2.24,5.0,1.234,4.407,0.842,1.316,0.953,0.902,0.0,0.938,1.957,-4.904524184450325,-1.452208173069887,-2.2762032,-4.243491,0.0,-4.675922514644588,-1.7905877179026155
19507,WDR18,RPL5,89.47346032999975,2558.0546330000057,0.1638045597465692,841.0,4.602,4.425,1.121,0.703,0.0,1.688,0.0,0.861,0.422,1.172,1.074,5.0,5.0,2.548,4.361,1.136,1.64,1.215,1.317,0.768,1.685,4.331,-4.568521918845925,-1.84507965900886,-2.008895,-4.6640925,0.0,-4.522560201724543,-1.8822214415881535
19508,WDR18,SRP68,89.47346032999975,129.5787225999998,0.06890269545679,241.0,4.602,4.425,1.121,0.703,0.0,1.688,0.0,0.861,0.422,1.172,1.074,4.584,5.0,1.473,4.411,0.726,1.201,0.0,0.618,0.0,0.756,0.78,-4.619894938553664,-1.6855582408506216,-2.2060742,-4.3305316,0.0,-4.518123818871255,-1.8978901223747
19509,WDR18,DRG1,89.47346032999975,142.14742629999978,0.4390469480141368,294.0,4.602,4.425,1.121,0.703,0.0,1.688,0.0,0.861,0.422,1.172,1.074,5.0,5.0,0.0,0.0,0.84,0.514,0.0,0.0,0.0,1.165,0.0,-4.212713451462649,-2.080907498345306,-2.4493434,-4.0083222,0.0,-4.176675625009805,-2.1839712605594808
19510,WDR20,YWHAE,19.360980800000107,1397.5557550000055,0.2982136334923169,237.0,5.0,5.0,1.243,0.875,0.875,1.141,0.641,0.773,0.0,1.172,0.956,5.0,5.0,3.893,4.384,1.668,2.048,1.741,1.701,1.491,2.438,4.4,-4.626079372759833,-3.267359959697134,-3.0417948,-4.1570454,0.0,-4.551277881990265,-3.32180138990957
19511,WDR20,SNRPF,19.360980800000107,131.2606710000002,0.0266666443545387,192.0,5.0,5.0,1.243,0.875,0.875,1.141,0.641,0.773,0.0,1.172,0.956,5.0,5.0,1.227,0.741,0.505,0.692,0.0,0.761,0.0,1.109,2.768,-3.960296626130237,-3.763904811328703,-2.664709,-4.330662,0.0,-4.11708866711715,-3.3990192414028053
19512,WDR20,YWHAZ,19.360980800000107,479.14495499999896,0.3543594327839022,242.0,5.0,5.0,1.243,0.875,0.875,1.141,0.641,0.773,0.0,1.172,0.956,5.0,5.0,2.654,2.091,1.673,2.367,1.888,1.906,1.399,2.551,4.483,-4.232621285530533,-3.544858821276648,-3.1967,-4.0363684,0.0,-4.181041525669971,-3.536957551318375
19513,WDR24,CAPZB,15.734792329999943,178.8647653000002,0.2603946172819144,190.0,1.936,5.0,1.955,0.929,0.957,0.963,1.823,5.0,0.861,0.689,1.158,3.357,5.0,1.835,1.336,1.117,1.772,1.312,1.162,0.0,5.0,4.299,-4.838160487975565,-2.897713525028791,-3.4646015,-4.396814,0.0,-4.474259693743943,-3.1518764670028334
19514,WDR24,SEC13,15.734792329999943,155.81736500000002,0.0686407446556478,999.0,1.936,5.0,1.955,0.929,0.957,0.963,1.823,5.0,0.861,0.689,1.158,5.0,5.0,1.614,4.55,2.793,2.03,2.149,5.0,1.343,2.87,4.342,-5.319152877163943,-2.525531243445988,-1.8675046,-5.5892754,1.0,-5.291699611520908,-2.4857684344421767
19515,WDR26,GYG1,80.13011707,41.834903669999996,0.1279861953723488,267.0,5.0,5.0,4.269,0.754,0.0,0.986,0.698,0.989,0.0,1.092,0.702,4.092,4.729,1.86,1.674,1.671,1.599,1.075,4.33,1.46,1.46,4.345,-3.4831056635316755,-2.9683155213478667,-3.0379398,-4.007005,0.0,-3.707208176127177,-2.815419498456624
19516,RANBP9,WDR26,34.28952000000002,80.13011707,0.2206499431780439,996.0000000000001,5.0,5.0,1.102,0.725,0.845,3.536,0.59,0.809,0.0,1.872,1.156,5.0,5.0,4.269,0.754,0.0,0.986,0.698,0.989,0.0,1.092,0.702,-7.423668890461412,-0.1569652240331388,-1.4764622,-6.1702585,1.0,-7.061033987634741,-0.5464997799933101
19517,WDR26,HNRNPH1,80.13011707,1139.6731900000068,0.0931209260017954,206.99999999999997,5.0,5.0,4.269,0.754,0.0,0.986,0.698,0.989,0.0,1.092,0.702,5.0,4.762,1.74,1.484,0.924,1.597,1.459,1.372,0.735,1.844,1.698,-2.53762996171144,-3.913719426813908,-2.5112796,-4.1216736,0.0,-2.8736498454923627,-3.5603055170225906
19518,WDR26,SNRPF,80.13011707,131.2606710000002,0.3891610607152164,196.0,5.0,5.0,4.269,0.754,0.0,0.986,0.698,0.989,0.0,1.092,0.702,5.0,5.0,1.227,0.741,0.505,0.692,0.0,0.761,0.0,1.109,2.768,-3.2122637181541003,-3.238904999942699,-2.2777157,-4.3100724,0.0,-4.062507363431463,-2.58549225719595
19519,WDR26,HMGB2,80.13011707,386.4990967000008,0.6346768781433563,238.0,5.0,5.0,4.269,0.754,0.0,0.986,0.698,0.989,0.0,1.092,0.702,5.0,5.0,1.418,1.707,0.0,1.291,0.754,0.953,0.74,1.498,5.0,-2.0523559806978566,-4.398082423653444,-2.3416276,-4.327529,0.0,-2.5648032372293166,-3.789052434221034
19520,WDR3,RPS16,89.22553332999958,3075.1030969999993,0.4280920917087522,984.0,4.724,2.051,1.568,0.994,0.698,0.0,0.0,0.0,0.0,0.727,0.939,4.594,5.0,2.298,1.246,0.808,1.248,0.616,0.874,0.0,1.377,4.255,-2.237065225538574,-4.163076763926449,-1.8159285,-4.8344197,0.0,-4.879862596902601,-1.9104203603261825
19521,WDR3,PSPC1,89.22553332999958,61.57429400000005,0.4390571424353325,227.0,4.724,2.051,1.568,0.994,0.698,0.0,0.0,0.0,0.0,0.727,0.939,5.0,4.02,2.075,1.023,0.77,1.366,0.604,0.743,0.645,1.414,1.351,-2.729094734552408,-3.6711550266699327,-2.0816483,-4.493044,0.0,-3.2519827254473723,-3.143249934604311
19522,WDR3,NPM1,89.22553332999958,4957.162438999993,0.5952929233460045,349.0,4.724,2.051,1.568,0.994,0.698,0.0,0.0,0.0,0.0,0.727,0.939,5.0,5.0,2.412,2.038,1.913,2.304,1.868,1.804,1.265,5.0,2.411,-3.477289478710193,-2.951974763909101,-2.433055,-3.978968,0.0,-3.753935941505329,-2.9421059455275587
19523,WDR33,TOP1,37.71166899999999,133.24700000000016,0.197507951935565,220.00000000000003,5.0,2.369,1.261,0.657,0.531,0.755,0.0,0.0,0.0,0.765,0.506,5.0,5.0,2.343,1.685,1.296,2.031,1.506,1.777,1.042,2.165,1.896,-4.842336778168463,-1.9194512981681155,-2.4923463,-4.152018,0.0,-4.768658859847581,-2.012070785436562
19524,WDR33,CPSF6,37.71166899999999,103.86747969999992,0.19582841542748,893.0,5.0,2.369,1.261,0.657,0.531,0.755,0.0,0.0,0.0,0.765,0.506,5.0,5.0,1.345,1.208,0.92,1.474,1.347,0.91,0.586,1.63,1.115,-5.198049741357063,-1.6157509884359993,-1.9328341,-4.843334,0.0,-5.11427637452112,-1.781270245570147
19525,WDR33,FUS,37.71166899999999,876.5974842999997,0.3091273305209953,384.0,5.0,2.369,1.261,0.657,0.531,0.755,0.0,0.0,0.0,0.765,0.506,5.0,4.202,2.738,2.404,2.028,2.428,2.226,2.378,1.42,2.818,2.488,-3.496176458523896,-3.227930431988502,-3.2164588,-3.750164,0.0,-3.5227281904356924,-3.163444177454035
19526,WDR33,SNRPA,37.71166899999999,136.36808800000009,0.0173271613189543,425.0,5.0,2.369,1.261,0.657,0.531,0.755,0.0,0.0,0.0,0.765,0.506,5.0,3.151,1.654,1.448,0.757,1.61,1.446,1.213,0.613,1.649,1.704,-3.7418187252713695,-2.980084529947334,-2.5149624,-4.4078584,0.0,-3.881843986557159,-2.784005068338551
19527,WDR33,RBM14,37.71166899999999,108.0757637000002,0.1720709386247528,225.0,5.0,2.369,1.261,0.657,0.531,0.755,0.0,0.0,0.0,0.765,0.506,5.0,5.0,1.201,0.902,0.84,1.155,0.799,0.973,0.601,1.439,1.086,-4.459061070275987,-2.292445620244421,-2.4804919,-4.252203,0.0,-4.390248081104724,-2.46233977250052
19528,WDR37,SNRPC,9.07360966699996,273.68458000000027,0.1114178558426303,190.0,5.0,5.0,0.914,0.868,0.864,0.704,0.0,0.0,0.0,2.705,0.801,5.0,2.483,0.932,0.832,0.0,0.696,0.0,0.0,0.0,0.976,1.156,-4.333388486570566,-3.0650985714293144,-2.706392,-4.604256,0.0,-4.324518228148617,-2.992900777496784
19529,WDR37,YWHAE,9.07360966699996,1397.5557550000055,0.1222495505598603,261.0,5.0,5.0,0.914,0.868,0.864,0.704,0.0,0.0,0.0,2.705,0.801,5.0,5.0,3.893,4.384,1.668,2.048,1.741,1.701,1.491,2.438,4.4,-3.8544872040256704,-3.564571451251106,-3.5921214,-4.069521,0.0,-4.09860397891831,-3.491371989487968
19530,UTP4,WDR43,90.17670115000006,97.60223833000018,0.0702431841670305,999.0,5.0,2.818,1.915,0.516,0.0,0.852,0.0,0.0,1.124,0.806,0.603,5.0,2.464,0.939,0.543,0.0,0.587,0.0,0.0,0.0,0.93,0.0,-5.503146514669908,-0.9477432446009202,-0.74873555,-6.7135143,1.0,-5.482026478888442,-1.0720418157202256
19531,WDR75,WDR43,62.94664799999993,97.60223833000018,0.5393428202668694,999.0,5.0,2.5,0.751,0.603,0.0,0.546,0.0,0.0,0.0,0.0,0.0,5.0,2.464,0.939,0.543,0.0,0.587,0.0,0.0,0.0,0.93,0.0,-4.519566532224302,-2.074482017643112,-1.0366162,-5.6387677,0.0,-4.950734514490054,-1.763870411507839
19532,NOL11,WDR43,132.25994530000065,97.60223833000018,0.2882487395768736,994.9999999999999,5.0,2.026,0.559,0.0,0.0,0.0,0.0,0.0,0.0,0.712,0.0,5.0,2.464,0.939,0.543,0.0,0.587,0.0,0.0,0.0,0.93,0.0,-5.712058167525481,-0.9304885778436596,-0.9520189,-5.8308144,1.0,-5.557583961107813,-0.8925318580140867
19533,WDR44,VAPA,18.24298933000003,93.63682933,0.071264541466255,734.0,2.963,4.664,0.652,0.964,4.486,1.141,4.276,0.927,0.0,0.973,0.833,3.772,5.0,2.045,5.0,4.489,5.0,2.525,4.454,1.949,3.231,1.749,-3.898288639551207,-2.7463678963403697,-2.2463446,-5.208885,0.0,-4.275450895757688,-2.7066136383550865
19534,WDR44,ACTG1,18.24298933000003,3227.271073999992,0.5203864711185707,210.0,2.963,4.664,0.652,0.964,4.486,1.141,4.276,0.927,0.0,0.973,0.833,4.456,4.805,2.089,1.859,1.587,3.889,1.587,1.553,1.07,5.0,5.0,-4.215882412410869,-2.5981477691883743,-3.2948112,-3.5278802,0.0,-4.144226220489716,-2.828267297532978
19535,WDR44,EMC8,18.24298933000003,55.00587800000013,0.0470027331843138,190.0,2.963,4.664,0.652,0.964,4.486,1.141,4.276,0.927,0.0,0.973,0.833,1.19,5.0,1.338,5.0,4.0,0.708,0.6,0.522,0.0,0.0,1.5,-3.824331259191904,-2.817969389663064,-2.8498824,-4.2691364,0.0,-3.970293964663498,-2.8930078244235826
19536,WDR44,ACTB,18.24298933000003,1371.4372910000016,0.4587074941994943,256.0,2.963,4.664,0.652,0.964,4.486,1.141,4.276,0.927,0.0,0.973,0.833,5.0,4.918,3.696,3.316,2.763,4.47,2.987,3.251,2.749,5.0,4.74,-4.04339910255808,-2.601727739925121,-2.2860913,-4.4984937,0.0,-4.387166365909264,-2.615656626009246
19537,WDR44,VAPB,18.24298933000003,45.370404330000255,0.3237931315364623,734.0,2.963,4.664,0.652,0.964,4.486,1.141,4.276,0.927,0.0,0.973,0.833,2.259,5.0,2.916,5.0,5.0,3.981,2.333,2.224,2.161,2.186,1.767,-4.027579341907511,-2.6173755829067087,-2.002467,-5.581312,0.0,-4.397198896101623,-2.626490522105822
19538,RAB11A,WDR44,235.15864449999984,18.24298933000003,0.378889447882215,734.0,2.603,5.0,2.247,2.632,5.0,5.0,5.0,3.176,1.538,5.0,5.0,2.963,4.664,0.652,0.964,4.486,1.141,4.276,0.927,0.0,0.973,0.833,-6.011931616517903,-1.8031212653751207,-1.7671382,-5.4473023,0.0,-5.762192378456491,-1.8708903488750537
19539,WDR44,RPP30,18.24298933000003,72.80408767000004,0.2174731516679544,214.0,2.963,4.664,0.652,0.964,4.486,1.141,4.276,0.927,0.0,0.973,0.833,4.704,3.758,1.589,0.784,0.611,1.26,0.636,0.58,0.479,2.313,1.346,-4.543057837869111,-2.107544918609261,-3.006033,-4.5229187,0.0,-4.573105693390951,-2.2376396059999983
19540,ATG2B,WDR45,16.794866670000015,59.858930999999714,0.3077683250499151,997.0000000000001,3.89,4.592,1.799,4.37,1.509,1.42,1.823,2.257,1.062,1.479,1.393,1.545,5.0,1.976,2.001,1.763,1.482,2.05,2.301,1.235,1.497,1.135,-7.82355529021661,-0.3181915504420321,-1.4500239,-6.717644,1.0,-7.182277645989825,-0.7410138378580848
19541,CLASP2,WDR48,45.889763099999996,44.85053400000014,0.5332735326120593,214.0,2.782,5.0,1.043,1.045,5.0,5.0,1.166,0.905,0.0,5.0,0.998,5.0,4.547,2.407,1.191,0.845,1.268,3.552,3.603,0.188,1.29,0.93,-3.285381630074431,-3.445870057888544,-3.0427783,-3.1505227,0.0,-3.6062449530491474,-3.1435705766787105
19542,WDR48,RABIF,44.85053400000014,12.955199999999984,0.1283101590671376,245.00000000000003,5.0,4.547,2.407,1.191,0.845,1.268,3.552,3.603,0.188,1.29,0.93,3.209,4.586,2.29,2.628,2.72,2.982,2.84,2.564,1.486,3.845,3.116,-1.873003041447293,-4.64439655979722,-3.0184999,-3.8700407,0.0,-2.993673753346209,-4.004917203635589
19543,WDR48,KPNB1,44.85053400000014,511.34777599999984,0.1258926103046557,254.99999999999997,5.0,4.547,2.407,1.191,0.845,1.268,3.552,3.603,0.188,1.29,0.93,5.0,5.0,1.798,5.0,1.482,1.588,1.401,1.319,0.0,1.776,4.331,-3.4448884811695355,-3.0775617557295245,-2.5224385,-4.176525,0.0,-3.7201103072203705,-2.895447475116797
19544,WDR5,ACTB,64.10664432999995,1371.4372910000016,0.5042494374976094,821.0000000000001,5.0,3.765,1.816,1.398,0.984,1.635,1.224,1.201,1.009,4.386,2.102,5.0,4.918,3.696,3.316,2.763,4.47,2.987,3.251,2.749,5.0,4.74,-6.476172418828228,-0.5452101297493303,-1.3860135,-5.3801517,0.0,-5.759208286534847,-0.7283818596589515
19545,WDR5,HDAC2,64.10664432999995,315.9917489999999,0.0157063779343126,787.0,5.0,3.765,1.816,1.398,0.984,1.635,1.224,1.201,1.009,4.386,2.102,5.0,5.0,3.991,2.955,1.51,2.434,1.775,2.036,1.775,2.5,2.447,-5.2312750799342105,-1.2958775626511845,-2.385241,-4.3028936,1.0,-4.888977542055363,-1.726957128452437
19546,WDR5,CSNK2B,64.10664432999995,199.16898580000117,0.3547451061249206,266.0,5.0,3.765,1.816,1.398,0.984,1.635,1.224,1.201,1.009,4.386,2.102,5.0,4.754,1.656,1.435,1.236,1.779,1.097,1.235,0.781,1.803,4.518,-4.299814588622011,-2.1632960034624444,-2.4924848,-4.1687813,0.0,-4.224243237449175,-2.4368776485793147
19547,WDR5,CAPZB,64.10664432999995,178.8647653000002,0.0875693473618467,227.99999999999997,5.0,3.765,1.816,1.398,0.984,1.635,1.224,1.201,1.009,4.386,2.102,3.357,5.0,1.835,1.336,1.117,1.772,1.312,1.162,0.0,5.0,4.299,-3.2435771637765214,-3.20135896125434,-3.4880247,-3.1352794,0.0,-3.212076205151968,-3.2609402019800644
19548,WDR5,CSNK2A2,64.10664432999995,66.80128833000018,0.155979530213683,459.99999999999994,5.0,3.765,1.816,1.398,0.984,1.635,1.224,1.201,1.009,4.386,2.102,5.0,4.471,2.097,1.815,1.527,2.114,1.473,1.587,1.225,2.156,1.928,-4.27768115983338,-2.1743303622473653,-2.3112345,-4.6073484,0.0,-4.054161740623553,-2.6059744782820924
19549,WDR5,NUCKS1,64.10664432999995,343.28089999999975,0.0746985323344484,243.00000000000003,5.0,3.765,1.816,1.398,0.984,1.635,1.224,1.201,1.009,4.386,2.102,4.727,4.329,1.383,0.971,0.791,1.101,0.88,1.032,0.0,1.232,1.23,-6.01644669079498,-0.8243533885427016,-2.3997927,-4.3304605,0.0,-5.662427507693363,-1.2428530495949104
19550,WDR55,CCT4,19.452886670000034,389.0101397000007,0.4586176017538833,499.0,4.686,4.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.574,5.0,1.932,1.842,1.536,1.71,1.355,1.631,0.832,5.0,4.363,-3.73858056275424,-3.193699555310398,-2.898424,-4.1848345,0.0,-4.129894586307526,-2.958795544020448
19551,WDR55,CCT3,19.452886670000034,770.0050043000008,0.5481918403714742,551.0,4.686,4.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.502,5.0,2.555,1.557,0.915,2.658,1.034,1.001,0.663,5.0,4.287,-4.947566030323759,-2.123581825285898,-2.758307,-4.315687,0.0,-4.845646469109821,-2.28326194824543
19552,WDR55,CCT8,19.452886670000034,388.5459750000012,0.3779019366326874,469.00000000000006,4.686,4.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.649,5.0,2.284,1.503,0.803,2.051,1.225,4.235,1.578,5.0,4.264,-4.569090707844441,-2.428282881235716,-2.934177,-4.6788073,0.0,-4.494281896692403,-2.5314119116504177
19553,WDR55,CCT7,19.452886670000034,707.1857972999998,0.4556553014950176,466.0,4.686,4.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.658,5.0,1.644,1.471,0.899,1.332,0.733,1.147,0.575,5.0,4.27,-4.090807740624601,-2.8555577550192544,-2.7858114,-4.042595,0.0,-4.585484565729416,-2.564852889886008
19554,WDR55,CCT6A,19.452886670000034,407.67431000000136,0.5003394686518938,496.0,4.686,4.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.862,5.0,1.979,1.736,0.838,1.317,0.749,0.907,0.0,5.0,4.26,-5.387248836624113,-1.9137325471638524,-2.710305,-3.9455888,0.0,-4.923823212153383,-2.161817174422388
19555,PIK3R2,WDR6,52.36976999999994,189.79936369999893,0.1483010988054676,236.0,4.631,4.777,1.872,1.816,1.349,2.339,1.792,1.722,1.191,2.035,2.112,1.963,5.0,1.324,0.878,0.631,4.455,0.771,0.686,0.715,0.851,0.234,-5.673851616471389,-1.7001514651054623,-2.7496145,-4.064227,0.0,-5.234816449902792,-2.0014115711294824
19556,WDR6,PIK3R1,189.79936369999893,10.01399600000006,0.0528893150914565,368.0,1.963,5.0,1.324,0.878,0.631,4.455,0.771,0.686,0.715,0.851,0.234,4.55,5.0,2.262,3.193,2.895,4.513,1.924,1.862,1.599,2.344,2.354,-5.839491315895624,-0.99466171963575,-2.3899708,-4.5361657,0.0,-5.509355096996404,-1.6136471186433026
19557,WDR6,PSPC1,189.79936369999893,61.57429400000005,0.0460132485490389,190.0,1.963,5.0,1.324,0.878,0.631,4.455,0.771,0.686,0.715,0.851,0.234,5.0,4.02,2.075,1.023,0.77,1.366,0.604,0.743,0.645,1.414,1.351,-4.311077289821056,-2.4132244324350265,-2.625346,-3.7940543,0.0,-4.290716853253048,-2.3495212731883264
19558,WDR6,RPS16,189.79936369999893,3075.1030969999993,0.3376946566421962,196.0,1.963,5.0,1.324,0.878,0.631,4.455,0.771,0.686,0.715,0.851,0.234,4.594,5.0,2.298,1.246,0.808,1.248,0.616,0.874,0.0,1.377,4.255,-4.635956171135669,-2.1351097415416733,-2.2795525,-4.385681,0.0,-4.54706121807665,-2.068797391349316
19559,WDR6,FKBP5,189.79936369999893,39.27842567000005,0.0990688717214872,209.0,1.963,5.0,1.324,0.878,0.631,4.455,0.771,0.686,0.715,0.851,0.234,4.845,4.783,2.191,1.93,1.106,2.095,1.402,1.671,1.351,2.246,4.433,-4.145683433705704,-2.5702614016198564,-2.9745374,-3.440141,0.0,-3.9960813240552153,-2.6082788758602726
19560,WDR6,CLNS1A,189.79936369999893,242.41911170000083,0.0759767788574553,200.0,1.963,5.0,1.324,0.878,0.631,4.455,0.771,0.686,0.715,0.851,0.234,5.0,5.0,1.018,0.717,0.522,4.291,0.53,0.0,0.0,3.935,1.596,-3.2009322218159566,-3.51247330854463,-2.9209223,-3.509027,0.0,-3.3543144400819243,-3.0194620185028054
19561,WDR6,SSB,189.79936369999893,378.9671067000001,0.087814276236874,200.99999999999997,1.963,5.0,1.324,0.878,0.631,4.455,0.771,0.686,0.715,0.851,0.234,4.851,4.636,1.514,1.367,0.862,1.719,1.593,1.13,0.0,1.446,2.06,-3.289479897380591,-3.425428447347298,-2.8245003,-3.5603101,0.0,-3.352259025453575,-3.3425635412399206
19562,WDR61,SNRPB2,102.80280970000008,116.96634669999995,0.6512190927048894,401.0,5.0,5.0,0.972,0.969,0.0,0.89,0.0,0.0,0.686,1.211,1.198,5.0,4.24,0.722,0.673,0.0,0.725,0.0,0.601,0.0,0.925,0.547,-4.209263013571709,-1.8110172329248773,-2.025365,-4.6160984,0.0,-4.009232836084427,-2.228753352628282
19563,WDR61,SF3A1,102.80280970000008,156.81463989999986,0.0870272016871323,206.99999999999997,5.0,5.0,0.972,0.969,0.0,0.89,0.0,0.0,0.686,1.211,1.198,5.0,3.042,1.305,1.009,0.835,1.846,0.873,0.607,1.172,1.335,1.084,-4.451360388277102,-1.578821603085273,-2.4894428,-4.0286975,0.0,-4.358602423902373,-1.881543324541148
19564,WDR61,SF3B1,102.80280970000008,208.2259350000008,0.3276784537103631,285.0,5.0,5.0,0.972,0.969,0.0,0.89,0.0,0.0,0.686,1.211,1.198,5.0,1.954,1.467,1.073,0.0,3.148,0.675,0.675,0.0,1.371,1.206,-6.251688300615368,-0.3852740838162843,-2.3291657,-4.0402293,0.0,-5.646539952029602,-0.9033837836319571
19565,WDR61,SSRP1,102.80280970000008,390.1684133000013,0.1902945873595808,729.0,5.0,5.0,0.972,0.969,0.0,0.89,0.0,0.0,0.686,1.211,1.198,4.765,3.413,1.313,1.015,0.803,1.019,0.563,0.52,0.0,1.467,1.056,-5.221851109331886,-0.9112406553930856,-2.0184984,-4.2024136,0.0,-4.941208975026108,-1.3258403791161766
19566,WDR61,SNRPA,102.80280970000008,136.36808800000009,0.4429996391066506,317.0,5.0,5.0,0.972,0.969,0.0,0.89,0.0,0.0,0.686,1.211,1.198,5.0,3.151,1.654,1.448,0.757,1.61,1.446,1.213,0.613,1.649,1.704,-4.129132298943655,-1.8855289781173308,-2.1950915,-4.184326,0.0,-4.131374689267083,-1.8901488762180856
19567,SF3B6,WDR61,268.68778769999864,102.80280970000008,0.6216780869753226,508.0,5.0,1.492,1.216,0.0,0.0,0.602,0.0,0.0,0.0,0.777,0.744,5.0,5.0,0.972,0.969,0.0,0.89,0.0,0.0,0.686,1.211,1.198,-5.889156913380247,-0.5417962541662352,-1.8177732,-4.224781,0.0,-5.341510089143615,-0.9285333189345908
19568,WDR61,TOP1,102.80280970000008,133.24700000000016,0.1537738649680863,239.0,5.0,5.0,0.972,0.969,0.0,0.89,0.0,0.0,0.686,1.211,1.198,5.0,5.0,2.343,1.685,1.296,2.031,1.506,1.777,1.042,2.165,1.896,-5.07935574491391,-1.0241595456972985,-2.205329,-4.1777706,0.0,-4.84968841922361,-1.358856737680519
19569,WDR61,SF3A2,102.80280970000008,112.78249369999999,0.414082285516782,329.0,5.0,5.0,0.972,0.969,0.0,0.89,0.0,0.0,0.686,1.211,1.198,5.0,2.429,0.906,0.794,0.0,0.933,0.661,0.607,0.469,1.17,0.652,-4.956325191433222,-1.1206540772950355,-2.1098301,-4.4154525,0.0,-4.77108153415073,-1.4173664177335596
19570,WDR61,SNRPD2,102.80280970000008,797.665064699999,0.5371548014901588,320.0,5.0,5.0,0.972,0.969,0.0,0.89,0.0,0.0,0.686,1.211,1.198,5.0,5.0,1.277,1.046,0.706,1.316,0.699,0.621,0.767,1.281,4.254,-3.752110910854551,-2.258934074012037,-2.2262633,-4.129774,0.0,-3.852159598170181,-2.210271586197456
19571,WDR61,RAN,102.80280970000008,1845.8474209999977,0.3498680399891212,383.0,5.0,5.0,0.972,0.969,0.0,0.89,0.0,0.0,0.686,1.211,1.198,5.0,5.0,2.602,1.648,1.306,1.864,5.0,1.262,0.948,5.0,4.345,-3.5331774756762955,-2.4810066855329223,-2.702558,-3.2674525,0.0,-3.6090164733792727,-2.549971821260381
19572,WDR61,SF3B5,102.80280970000008,281.4156666999986,0.8197125079787954,474.0,5.0,5.0,0.972,0.969,0.0,0.89,0.0,0.0,0.686,1.211,1.198,5.0,2.386,0.907,0.903,0.517,0.604,0.0,0.0,0.0,0.542,1.688,-5.6709111940150185,-0.7819486128283936,-1.9080328,-4.5283856,0.0,-5.3547265511690965,-1.082932868091535
